CompanyId,AsOfDate,SegmentName,SegmentDescription,SubIndustry
S52AREXQEA,2024-12-31,Shuttle tanker segment,"Shuttle tanker segment generates revenues by charging customers for the hire of the partnership’s vessels and for services related to the loading, transportation, and discharge of their crude oil using the vessels in the fleet.",3091004002
QSLLWAC7HR,2023-09-30,Mature Businesses,Mature Businesses segment includes the manufacture of tungsten carbide hard wear products and plastic products.,3103001001
QSLLWAC7HR,2023-09-30,Technology Businesses,Technology Businesses segment includes the development and supply of graphene materials.,1013001099
TMTIOVNVZN,2024-05-31,Others,"Others segment is a business segment that is not included in the reporting segments, such as the furniture & interior business and advertising agency business.",3103001001
PN36ACB45V,2024-02-29,Provision of secured financing business,"Provision of secured financing business in Hong Kong, includes pawn loans and mortgage loans. Therefore, no additional reportable segment and geographical information has been presented.",1032003001
SR3CPD47PS,2020-12-31,Rocketbank (RB),"Rocketbank (RB), operating segment that generates revenue through offering digital banking service including debit cards and deposits to retail customers.",3111003006
V2NFOWK7I6,2023-12-31,EksoWorks,"EksoWorks segment designs, manufactures, and markets exoskeleton devices to allow able-bodied users to perform difficult repetitive work for extended periods.",2065002002
V2NFOWK7I6,2023-12-31,EksoHealth,"EksoHealth segment designs, manufactures, and markets exoskeletons for applications in the medical markets.",2065002002
WY66Q2UAFN,2023-12-31,Retail,"Retail portfolio consists of 109 million square feet across 107 best-in-class malls and urban retail properties across the United States. Similar to Office portfolio, within Retail portfolio are 19 Core premier retail centers in attractive markets across the U.S., such as Honolulu and Las Vegas, which collectively represent the majority of equity attributable to Unitholders in Retail portfolio.",1041002001
WY66Q2UAFN,2023-12-31,LP Investments,"LP Investments LP Investments portfolio includes equity invested in Brookfield-sponsored real estate opportunity funds, which target high-quality assets with operational upside across various real estate sectors, including office, retail, multifamily, logistics, hospitality, mixed-use and other alternative real estate.",1041002001
WY66Q2UAFN,2023-12-31,Office,"Office portfolio consists of 72 million leasable square feet across 128 premier office assets in some of the world’s leading commercial markets such as New York, London, Dubai, Toronto, and Berlin.Represented within this portfolio are irreplaceable assets in global gateway cities (Core), including 16 office and mixed-use complexes in cities such as New York and London.",1041002001
TLOIADQGGW,2024-12-31,Garantia,Garantia segment has objective to modernise collateral practices and provide customers with easy and cost-effective guaranty solutions and new business opportunities through digital channels.,1034004001
TLOIADQGGW,2024-12-31,Other,"Other is used to present the Group’s non-strategic investments, Taaleri Kapitaali and Group operations not included in the business segments.",1035002001
TLOIADQGGW,2024-12-31,Private Asset Management,"Private Asset Management is divided into Renewable energy and Other private asset management. Renewable energy includes Taaleri Energia, which develops and invests in industrial-scale wind and solar power projects and energy storage systems. It also manages investments throughout their lifecycle. The other areas within Private Asset Management include Taaleri’s bioindustry, real estate and other businesses.",1031001002
RGS4TO32SU,2024-12-31,Wholesale concentrates,"Wholesale concentrates segment includes the propagation, nursery, flowering canopy, drying, processing, manufacturing and distribution of cannabis concentrates.",2062002001
RGS4TO32SU,2024-12-31,Retail,Retail segment includes Company owned and operated retail cannabis store in the state of California.,2064502001
7Y3FOQF2IQ,2024-12-31,Real Estate Financing,Real Estate Financing segment includes the Company's real estate financing loans and preferred equity investments on development projects.,1042007001
7Y3FOQF2IQ,2024-12-31,General Contracting and Real Estate Services,General Contracting and Real Estate Services business develops and builds properties for its own account and also provides construction and development services to both related and third parties.,1014001004
VKOCIIF7SY,2024-03-31,Goods Transport Business,"Goods Transport Business offers services for the transportation of goods across India using a range of road transportation solutions to its customers, including less than full truck load and full truck load. Under this segment, the Company provides courier services for transportation of small parcels and documents using range of multi-modal solutions.",3108005001
QIH236DU3Z,2024-12-31,Mainland Operations Office,Mainland Operations Office mainly engaged in the manufacture and sales of various computers and peripherals.,3112002001
QIH236DU3Z,2024-12-31,Other,Other operating segments of the merged company are principally engaged in the sales of various computers and peripherals. None of the above departments in the Republic of China 113 and 112 did not meet any quantitative threshold for reporting departments.,3112005002
QIH236DU3Z,2024-12-31,Domestic Operations Office,Domestic Operations Office mainly engaged in the manufacture and sales of various computers and peripherals.,3112002001
KP4M5ZNJJU,2024-12-31,Hefty Tableware,"Hefty Tableware segment sells both branded and store brand disposable and compostable plates, bowls, platters, cups and cutlery. The Hefty branded products include dishes and party cups.",1022001002
KP4M5ZNJJU,2024-12-31,Hefty Waste & Storage,"Hefty Waste & Storage segment produces both branded and store brand trash and food storage bags. The branded products are sold under the Hefty Ultra Strong and Hefty Strong brands for trash bags, and as the Hefty and Baggies brands for the food storage bags.",1025001099
KP4M5ZNJJU,2024-12-31,Presto Products,"Presto Products segment primarily sells store brand products in four main categories: food storage bags, trash bags, reusable storage containers and plastic wrap. The Presto Products segment also includes the specialty business, which serves other consumer products companies by providing Fresh-Lock and Slide-Rite resealable closure systems.",1025001004
KP4M5ZNJJU,2024-12-31,Reynolds Cooking & Baking,"Reynolds Cooking & Baking segment produces branded and store brand aluminum foil, disposable aluminum pans, parchment paper, freezer paper, wax paper, butcher paper, plastic wrap, baking cups, oven bags and slow cooker liners. The branded products are sold under the Reynolds Wrap, Reynolds KITCHENS and EZ Foil brands in the United States and selected international markets, under the ALCAN brand in Canada and under the Diamond brand outside of North America.",1025001099
2RLN3RDANL,2024-12-31,Other,"Other comprises trading activity that, because it is not relevant, is not being reported separately.",2072002006
CNAG2UKV5I,2024-03-31,Novel booklets,Novel booklets segment is composed of the physical and digital novel booklets (including women’s novels and suspense stories).,3082002001
CNAG2UKV5I,2024-03-31,Book,"Book segment includes all printed book products as well as the digital e-books and audio products of Bastei Lubbe AG. The products are sold under various labels and in hardcover and paperback formats among other things. The segment also includes the subsidiaries Business Hub Berlin UG, Moravska Bastei MoBa s.r.o. and CE Community Editions GmbH.",3082002001
Q6SCTDANBH,2024-12-31,Other,Other segment represents HealthCare Financial Services (HFS) which does not meet the definition of an operating segment.,1036001001
B4PHAPFRNE,2024-12-31,Equity Method Investment in Antero Midstream,"Equity Method Investment in Antero Midstream segment receives midstream services through its equity method investment in Antero Midstream. Antero Midstream owns, operates, and develops midstream energy infrastructure primarily to service the Company’s production and completion activity in the Appalachian Basin. Antero Midstream’s assets consist of gathering pipelines, compressor stations, interests in processing and fractionation plants and water handling assets.",3091004002
B4PHAPFRNE,2024-12-31,Exploration and Production,"Exploration and Production segment is engaged in the development, production, exploration and acquisition of natural gas, NGLs and oil properties located in the Appalachian Basin. The Company targets large, repeatable resource plays where horizontal drilling and advanced fracture stimulation technologies provide the means to economically develop and produce natural gas, NGLs and oil from unconventional formations.",3091002002
B4PHAPFRNE,2024-12-31,Marketing,"Marketing segment consist of purchases and sells third-party natural gas and NGLs and markets its excess firm transportation capacity, or engages third-parties to conduct these activities on the Company’s behalf, in order to optimize the revenues from these transportation agreements. The Company has entered into long-term firm transportation agreements for a significant portion of its current and expected future production in order to secure guaranteed capacity to favorable markets.",3091005002
VZCZGIZT7N,2024-12-31,Product sales,Product sales consists of online retailing of consumer products and sales to third-party sellers.,1028005002
VZCZGIZT7N,2024-12-31,Services and others,Services and others segment consists of provision of logistic services to companies and to individual customers.,3108006002
GLLVBH3TRI,2024-06-30,Retail,"Retail segment invovles 1. Retailing of electricity and complementary products through two brands (Meridian and Powershop) in New Zealand. 2, Electricity sold to residential, business and industrial customers on fixed-price variable volume contracts is purchased from the Wholesale segment. 3. Electricity sold to business and industrial customers on spot (variable price) agreements is purchased from the Wholesale segment at prevailing wholesale spot market prices.",2072002006
GLLVBH3TRI,2024-06-30,Other and Unallocated,"Other and Unallocated invovles 1. Other operations that are not considered reportable segments, including licensing of the Flux-developed electricity retailing platform. 2. Activities and centrally based costs that are not directly allocated to other segments.",2072002006
GLLVBH3TRI,2024-06-30,Wholesale,Wholesale is engaged in the generation of electricity and its sale into the New Zealand wholesale electricity market. It purchases electricity from the wholesale electricity market and is involved in sales to the New Zealand retail segment and to large industrial customers. It also engaged in the development of renewable electricity generation opportunities in New Zealand.,2071002005
I5VF3MGZNI,2024-12-31,Corporate & Investment Banking (CIB),"Corporate & Investment Banking (CIB) provides comprehensive financial services to companies and investors with focus on meeting the needs of each client, both in Iceland and internationally. The division is divided into Corporate Banking, Corporate Finance and Corporate Insurance.",1032002002
I5VF3MGZNI,2024-12-31,Markets and Stefnir,"Markets and Stefnir comprise Asset Management and Capital Markets. Asset Management manages financial assets on behalf of its customers according to a pre-determined investment strategy. Asset Management also handles the operation and development of securities and pension funds. Asset management comprises Institutional Asset Management, Premia Services and operations and development and sales and services.",1035002001
I5VF3MGZNI,2024-12-31,Retail Banking including insurance,"Retail Banking including insurance segment provides a diverse range of financial services in 12 branches and service points across Iceland in addition to service centre and digital solutions both in the Arion app and online banking. These services include deposits and loans, savings, payment cards, pensions, insurance, securities and funds. In order to improve efficiency the branch network is split into four regions, and smaller branches can therefore benefit from the strength of larger units within each region.",1032002001
I5VF3MGZNI,2024-12-31,Supporting Units and Eliminations,"Supporting Units and Eliminations segment include the Bank's headquarters which carry out support functions such as the CEO office, Risk Management, Finance (excluding Treasury), IT and Operations & Culture. The information presented relating to the supporting units does not represent an operating segment. A significant proportion of expenses from support functions is allocated to operating segments in a separate line in the operating segment overview.",1032002099
I5VF3MGZNI,2024-12-31,Treasury,"Treasury segment is responsible for the Bank's funding, liquidity and asset-and-liability management. Treasury oversees the internal funds‘s transfer pricing and manages the relationship with investors, credit rating agencies and financial institutions. Market making activities in domestic securities and FX as well as FX brokerage sits within Treasury.",1032002099
RBHYBTVG4S,2024-12-31,Fleet Leasing,"Fleet Leasing offers lease financing and related services (so-called full-service leasing) for corporate customers. The target group includes medium-sized and large companies with fleets of more than 100 vehicles, which are characterized by a high degree of diversity in terms of manufacturers, models and vehicle types and therefore exhibit a certain degree of complexity.",3102003004
RBHYBTVG4S,2024-12-31,Fleet Management,"Fleet Management operates the Fleet Management division via Allane Mobility Consulting GmbH, which was founded in 2011, and other direct and indirect subsidiaries of Allane SE. Its expertise in the management of larger vehicle fleets is also offered to customers who have pur-chased their vehicles or leased them from other providers.",3102003004
RBHYBTVG4S,2024-12-31,Online Retail,"Online Retail operates the classic online retail business via the websites allane.de, sixt-neuwagen.de and autohaus24.de. The platforms offer private and commercial customers with a fleet size of up to 20 vehicles the opportunity to freely configure more than 300 models, request an individual leasing offer and order vehicles online.",3102003004
RBHYBTVG4S,2024-12-31,Captive leasing,"Captive leasing segment was integrated into the Leasing division in the 2022 financial year. As part of captive leasing, private and commercial customers are offered Hyundai and Kia vehicle models directly via the dealer network at the point of sale.",3102003004
KVT3TTXCJB,2024-06-30,Direct-to-Consumer,"Direct-to-Consumer segment operates through its wholly-owned subsidiaries JM Bullion, Inc. and Goldline, Inc. JMB currently has six wholly-owned subsidiaries: Buy Gold and Silver Corp. (BGASC), Gold Price Group, Inc. (GPG), Silver.com, Inc. (Silver.com), Goldline Metal Buying Corp. (GMBC), Provident Metals Corp. (PMC), and Cybermetals Corp. (CyberMetals). Goldline, Inc. owns 100% of AMIP, LLC (AMIP), and has a 50% ownership interest in Precious Metals Purchasing Partners, LLC (PMPP).",1033001002
KVT3TTXCJB,2024-06-30,Wholesale Sales & Ancillary Services,"Wholesale Sales & Ancillary Services segment operates as a full-service precious metals company. It offers gold, silver, platinum, and palladium in the form of bars, plates, powder, wafers, grain, ingots, and coins.",1033001002
IO5Q6AZKRD,2024-12-31,Densitron,"Densitron segment is engaged in sale of electronic display products to global industrial markets. IDS is included in the Densitron reporting segment, since the nature of IDS business, the products that are sold and the market that the business operates in are all consistent with that segment.",3112005001
E7CRKFYNIO,2024-12-31,Generation,"Generation segment includes the generation of electricity from conventional sources and started investments from conventional and renewable sources. Currently, the main fuel used by the The Generation segment is lignite. The Generation segment includes the following units: ZE PAK SA - PCE - OZE 5 SP. Z O.O. - PAK CCGT SP. Z O.O. - Energia Przykona sp. z o.o. - Neo Energia Przykona X sp. z o.o.",2072002002
E7CRKFYNIO,2024-12-31,Mining,Mining Segment includes lignite mining. In the Upstream Segment within the Group Capital that pak are operating: pak Konin Lignite Mine.,3092001001
IO5Q6AZKRD,2024-12-31,Quixant,"Quixant segment is engaged in design, development and manufacturing of gaming platforms and display solutions for the casino gaming and slot machine industry.",1029001002
E7CRKFYNIO,2024-12-31,Repairs,Repairs Segment providing services in the area of construction and renovation services. The segment includes activities of the company Przedsiebiorstwo Remontowe pak serwis sp. z o.o.,3104001003
3SARANUTKZ,2024-12-31,Brokerage,"Brokerage segment involves products and services offered related to brokerage and management, fulfillment, promotion, and facilitation of casualty, life and capitalization insurance, pension plans, dental plans, and health insurance, it includes the balances of BB Corretora and its investee Ciclic.",1034005001
3SARANUTKZ,2024-12-31,Insurance,"Insurance segment involves products and services offered related to life, property and vehicle insurance, property insurance, rural, special risks and financial, transport, hulls, and housing people, supplementary pension plans, dental plans and capitalization plans.",1034006001
VEUK6JEVKZ,2024-12-31,Asset Management,Asset Management generates revenue through management and incentive fees based primarily on the AUM and performance of funds and accounts managed by the Company.,1031001002
VEUK6JEVKZ,2024-12-31,Investment Portfolio,"Investment Portfolio segment generates revenue from certain real estate securities, SFR properties, residential mortgage loans, consumer loans and certain ancillary and equity method investments primarily in the form of interest income and other investment portfolio revenues.",1042007001
VEUK6JEVKZ,2024-12-31,Origination and Servicing,"Origination and Servicing generates revenue through servicing fee revenue, interest income and gain on originated and sold residential mortgage loans.",1042007001
VEUK6JEVKZ,2024-12-31,Residential Transitional Lending,"Residential Transitional Lending segment generates revenue through interest income related to the origination and management of a portfolio of short-term mortgage loans to fund the construction and development of, or investment in, residential properties.",1042007001
VDHPE7WM5R,2024-12-31,Thryv Marketing Services,Thryv Marketing Services includes print and digital solutions business.,3111002005
VDHPE7WM5R,2024-12-31,Thryv Software as a Service (SaaS),Thryv Software as a Service (SaaS) includes SaaS flagship all-in-one small business management platform.,3111002005
PIRPGZAL4O,2024-12-31,Single Segment,"Finext Asset Management PLC provides real estate development and rental services to its clients in the Budapest and, from 2019, Warsaw office market.",1041001002
IFOV2Y2S2F,2024-12-31,Electronics,"Electronics segment researches, formulates and sells specialty chemicals and process technologies for all types of electronics hardware, from complex printed circuit board designs to advanced semiconductor packaging. In mobile communications, computers, automobiles and aerospace equipment, its products are an integral part of the electronics manufacturing process and the functionality of end-products.",1013001099
IFOV2Y2S2F,2024-12-31,Specialties,"Specialties segment researches, formulates and sells specialty chemicals and process technologies that enhance surfaces or improve industrial processes in diverse industrial sectors from automotive trim to transcontinental infrastructure and from high-speed printing to high-design faucets. Its products include chemical systems that protect and decorate metal and plastic surfaces; consumable chemicals that enable printing image transfer on flexible packaging materials.",1013001099
XRRRNK335R,2024-06-30,Environmental products,"Environmental products includes sales and manufacturing of sludge treatment products, wastewater treatment products and refuse derived fuel products.",3107004001
XRRRNK335R,2024-06-30,Industrial products,Industrial products includes sales and manufacturing of industrial automation systems and headboxes.,3107002098
XRRRNK335R,2024-06-30,Project contracting services,"Project contracting services includes provision of design, procurement, installation and project management services of production line in paper production factories.",3107002007
XRRRNK335R,2024-06-30,Supporting services,"Supporting services includes including after-sales services, machine running services, warehouse and logistic services, supply chain services and renovation service.",3107002098
CT3FMKY2YP,2024-12-31,Financial market business,"Financial market business segment covers the Group’s financial market business operations. The Financial market business enters into inter-bank money market transactions, repurchases transactions, and investments. It also trades in debt securities. The Financial market business segment also covers management of the Group’s overall liquidity position, including the issuance of debts.",1032002099
CT3FMKY2YP,2024-12-31,Retail banking,"Retail banking segment represents the provision of a range of financial products and services to retail customers. These products and services include personal loans, deposit taking activities, personal wealth management services and remittance services.",1032002001
CT3FMKY2YP,2024-12-31,Corporate banking,"Corporate banking segment represents the provision of a range of financial products and services to corporations, government agencies and financial institutions. These products and services include corporate loans and advances, trade financing, deposit taking activities, agency services, wealth management services, consulting and advisory services, remittance and settlement services, guarantee services and finance leasing services.",1032002002
O5CNEXCJL6,2024-12-31,Development,"Development segment Comprised of mixed-use developments in the GTA and National Capital Region, land, housing, retail/commercial, hospitality assets and multi-family rental developments in Saskatchewan and Alberta.",1041001001
O5CNEXCJL6,2024-12-31,Recurring income,"Recurring income segment Comprised of their asset management and development management agreements with Dream Industrial REIT, Dream Residential REIT and various development partners, fees earned through private asset management business, a 31% equity interest in Dream Office REIT, a 12% equity interest in Dream Residential REIT, and stabilized income producing assets in the Greater Toronto Area (GTA), National Capital Region, Western Canada and Colorado.",1041002002
W2SD2FY4OP,2024-12-31,"Engineering, procurement, construction (EPC) contracting","Engineering, procurement, construction (EPC) contracting segment provides integrated engineering, procurement, construction, maintenance and project management services to oil refining and chemical etc industries.",3104001001
W2SD2FY4OP,2024-12-31,"Engineering, consulting and licensing","Engineering, consulting and licensing provides design, consulting, research and development, feasibility studies, compliance certification services to oil refining and chemical etc industries.",3104001001
W2SD2FY4OP,2024-12-31,Equipment manufacturing,"Equipment manufacturing provides design, development, manufacture and sales of equipment and spare parts for facilities including oil refining and chemical facilities.",3107002001
W2SD2FY4OP,2024-12-31,Construction,"Construction segment provides infrastructure for oil refining and chemical etc industries, oil and gas storage, pipelines transportation, construction, renovation, expansion, repair and maintenance services and large equipment lifting and transportation services in construction projects.",3104001099
YYXKDPYH2W,2024-03-31,Healthcare,Healthcare involves in managing of healthcare services.,2064501004
YYXKDPYH2W,2024-03-31,Hospitality,Hospitality involves in managing and operating a clubhouse and hotel.,1029003001
YYXKDPYH2W,2024-03-31,Property Development and Construction,Property Development and Construction involves in development and construction of commercial and residential properties.,1041001001
YYXKDPYH2W,2024-03-31,Others,Others involves in property management services and hospital management services.,3103001001
YYXKDPYH2W,2024-03-31,Education,Education segment involves in managing and administering a private and international school.,2054001001
6JRE6LOWRC,2024-12-31,Aerospace and Transportation (A&T),"Aerospace and Transportation (A&T) segment offers a wide range of technically advanced aluminum products including plate, sheet and extrusions to blue-chip customers in the global aerospace, space, commercial transportation, general industrial and defense sectors. Many of the products are mission critical, which benefit from world-class R&D and manufacturing capabilities and unique solutions.",1015001001
6JRE6LOWRC,2024-12-31,Automotive Structures and Industry (AS&I),"Automotive Structures and Industry (AS&I) segment produces (i) technologically advanced structural solutions for the automotive industry including crash management systems, body structures, side impact beams and battery enclosure components, (ii) soft and hard alloy extrusions for automotive, transportation, general industrial applications, and (iii) large profiles for rail and general industrial applications. They complement the products with a comprehensive offering of downstream technology and services.",1015001001
6JRE6LOWRC,2024-12-31,Packaging and Automotive Rolled Products (P&ARP),"Packaging and Automotive Rolled Products (P&ARP) segment includes the production and development of customized rolled aluminum sheet products. They supply the packaging market with canstock and closure stock for the beverage and food industry, as well as foilstock for the flexible packaging market. In addition, they supply the automotive market with technically advanced products such as Auto Body Sheet (""ABS""), heat exchanger materials and battery foil products.",1015001001
HYL2WUZR6C,2024-12-31,"Distribution, retail and aftermarket","Distribution, retail and aftermarket includes purchasing, sales and services of two-wheel vehicles and its spareparts.",1020001001
HYL2WUZR6C,2024-12-31,Insurance,Insurance segment includes general insurance.,1034002001
KYEZP3UH6E,2024-12-31,Life science,"Life science segment is focused on the discovery, development and commercialization of the Company’s clinically differentiated medicines that provide benefits to patients with rare disorders.",2061001001
FPOOTFIWRF,2024-01-31,Powersports segment,"Powersports segment includes year-round products, seasonal products and powersports PA&A and OEM Engines.",1020004002
FPOOTFIWRF,2024-01-31,Marine segment,"Marine segment includes boats, jet boat and outboard engines and related PA&A and other services.",1020004002
3BENMD3NP2,2023-12-31,Air transport,Air transport segment corresponds to 99.0% of the Company's revenues and combines passenger and cargo transport.,3108002001
6YZJO4SGOX,2024-12-31,Drug discovery and development business,"Drug discovery and development business is engaged in (1) joint research and development of drug discovery, (2) licensing of PDPS technology, and (3) expansion of their own product development through strategic alliances utilizing their proprietary drug discovery platform system, PDPS, at the core of drug discovery platform system.",2061001001
6YZJO4SGOX,2024-12-31,Radioactive pharmaceutical business,"Radioactive pharmaceutical business R&D, manufacturing, and sales of diagnostic radiopharmaceuticals (diagnostic reagents for SPECT and PET diagnostic reagents) that test blood flow in the heart and brain and bone metastases of cancer, as well as therapeutic radiopharmaceuticals that meet unmet medical needs such as pheochromocytoma.",2061001001
MJTPOWR5EO,2024-12-31,Energy Production,"Energy Production segment sells energy in the form of electricity, heat, hot water and cooling to customers under long-term sales agreements.",2071001004
MJTPOWR5EO,2024-12-31,Products,"Products segment designs, manufactures, and sells industrial and commercial cogeneration systems.",2071001004
MJTPOWR5EO,2024-12-31,Services,Services segment provides operation and maintenance services to customers for products.,2071001004
K32ZCOGYGQ,2024-12-31,"Cordis, Hong Kong","Cordis, Hong Kong is a collection of elegant upscale hotels, with plenty of heart & soul, utterly devoted to your business, personal and family wellbeing. The service is seamless, devoted, genuine, reliable, thoughtful, anticipatory, passionate and intuitive. The Cordis portfolio will include new built designs, resorts and contemporary residences. The brand will be developed through a combination of new-build and conversion projects in key cities in Asia and North America.",1029003001
K32ZCOGYGQ,2024-12-31,Eaton HK,"Eaton HK is the physical arm of Eaton Workshop, a new global purpose-driven company and creative lab from Katherine Lo at the intersection of culture, media, hospitality, wellness, and progressive social change. With distinct parts - Hotel, House, Media, Wellness, and Impact Eaton Workshop transcends the notion of a traditional hotel to provide a physical, digital, and analog platform to artists, activists, healers, and leaders in their pursuit of making the world a better place.",1029003001
K32ZCOGYGQ,2024-12-31,"The Langham, Hong Kong","The Langham, Hong Kong is the flagship brand of Langham Hospitality Group, and comprise hotels committed to delivering exceptional experiences across the globe. The Langham name has come to represent hotels that are the epitome of luxury, displaying a passion for genuine service, innovation, captivation of the senses and design. The hotels are defined by The Art of the Stay through their impeccable service with poise, timeless art & design and by their eclectic sensory experiences.",1029003001
CYHD4SVLT5,2021-12-31,Crude palm oil industry,"Crude palm oil industry segment is engaged in the production of Crude Palm Oil (CPO), Palm Kernel (PK), and Palm Kernel Oil (PKO). Crude Palm Oil is oil resulted from processing the outer part of raw oil palm fruits. Kernel is the fruit’s inner part, from which Palm Kernel Oil is produced.",2052502001
LQ25GDZ5H6,2023-12-31,Spinning,"Spinning Division produces yarn products. The spinning segment produces several types of yarn, which are rayon yarn, cotton yarn and polyester yarn.",1024001001
LQ25GDZ5H6,2023-12-31,Weaving,Weaving Division carries out the textile finishing process using yarn that has been woven as the main ingredient and its final products are greige or the raw material.,1024001001
LQ25GDZ5H6,2023-12-31,Finishing,"Finishing fabric is greige which has been bleached, coloured and printed so that it can be used for garment production. Sritex manufactures finished fabrics based on customer orders and approved designs, both from customers themselves and with assistance from Sritex, or from a catalogue of designs that have been produced previously and are still stored in company files.",1024001001
LQ25GDZ5H6,2023-12-31,Garment,"Garment is a final product consisting of uniforms for the military and corporate uniforms. As well as fashion like finished fabrics, garments at Sritex are produced according to customer orders based on designs provided by Sritex, or the customers. The majority of garment production is made to serve varieties of major retailers in the fashion industry.",1024002001
Z4ZWPXBHT6,2024-12-31,Single segment,"FinecoBank SpA offers banking and investment services through a network of personal financial advisors and online and mobile channels, that operate in a coordinated and integrated manner. The fully-comprehensive nature of the services offered allows to act as a one-stop solution for customers’ banking and investment requirements.",1032002001
GMC6TBVKYZ,2024-06-30,Investment in real estate,"Investment in real estate operates as one business segment being an investment in real estate, and in one geographic segment being Australia.",1042008099
RZJWEKPTZK,2024-06-30,Book Publishing,"Book Publishing segment consists of HarperCollins, the second largest consumer book publisher in the world, with operations in 15 countries and particular strengths in general fiction, nonfiction, children’s and religious publishing. HarperCollins owns more than 120 branded publishing imprints, including Harper, Mariner, HarperCollins Children’s Books, Avon, and Harlequin, and publishes works by well-known authors such as Harper Lee, George Orwell, Agatha Christie and Zora Neale Hurston.",3082002001
55OCMBYQKZ,2023-12-31,Credit,Credit segment is engaged in the provision of credit and related services.,1036001001
55OCMBYQKZ,2023-12-31,Investments,Investments segment is engaged in the ownership of lands and buildings for rental income.,1041002001
55OCMBYQKZ,2023-12-31,Hospitality,Hospitality segment is engaged in the operations of hotels.,1029003001
RZJWEKPTZK,2024-06-30,News Media,"News Media segment consists primarily of News Corp Australia, News UK and the New York Post and includes The Australian, The Daily Telegraph, The Courier Mail, The Advertiser and the news.com.au website in Australia, The Sunday Times, The Sun, The Sun on Sunday and thesun.co.uk in the U.K. and the-sun.com in the U.S. This segment also includes Wireless Group, operator of talkSPORT, the leading sports radio network in the U.K., TalkTV in the U.K. and Storyful, a social media content agency.",3082002002
RZJWEKPTZK,2024-06-30,Digital Real Estate Services,"Digital Real Estate Services segment consists of the company’s 61.4% interest in REA Group and 80% interest in Move. REA Group advertises property and property-related services on its websites and mobile apps, including Australia’s leading residential, commercial and share property websites, realestate.com.au, realcommercial.com.au, property.com.au and property portals in India. REA Group provides property-related data to the financial sector and financial services.",1041002003
RZJWEKPTZK,2024-06-30,Dow Jones,"Dow Jones segment consists of Dow Jones, a global provider of news and business information whose products target individual consumers and enterprise customers and are distributed through a variety of media channels including newspapers, newswires, websites, mobile apps, newsletters, magazines, proprietary databases, live journalism, video and podcasts. Dow Jones’s consumer products include premier brands such as The Wall Street Journal, Barron’s, MarketWatch and Investor’s Business Daily.",3082002002
RZJWEKPTZK,2024-06-30,Subscription Video Services,"Subscription Video Services segment provides sports, entertainment and news services to pay-TV and streaming subscribers and other commercial licensees via satellite and internet distribution. The Foxtel Group is the largest Australian-based subscription television provider. Its Foxtel pay-TV service provides approximately 200 live channels and video on demand covering sports, general entertainment, movies, documentaries, music, children’s programming and news.",3082004007
TZXMRXTU7S,2024-03-31,Research Support Business,Research Support Business developing business activities related to products and services based on human iPS cell and human ES cell technologies in Japan and overseas.,2061001004
TZXMRXTU7S,2024-03-31,Medical Business,Medical Business develop regenerative medicine products and conduct clinical tests for organ transplantation and hematopoietic stem cell transplantation in Japan.,2061001002
AUSGWOLONV,2024-12-31,Operation of clean energy projects,"Operation of clean energy projects segment engages in the investment and development of the photovoltaic power business, the wind power business and provision of clean heat supply services.",2071002001
JYJCPINIMN,2024-12-31,Blue Chip,"Blue Chip are companies that have a national reputation, both in terms of quality, ability and reliability to operate profitably in various economic situations with good or bad conditions, usually listed as part of LQ45 in the Indonesia Stock Exchange.",1031001002
JYJCPINIMN,2024-12-31,Digital technology,Digital technology place an emphasis on digitizing business processes and services through sophisticated information technology and systems.,1031001002
RB35TGQO3O,2024-12-31,Maintenance Services,Maintenance Services segment involves Provision of road maintenance services.,3104002001
RB35TGQO3O,2024-12-31,Properties,"Properties segment Development, sales and leasing of properties.",1041003001
RB35TGQO3O,2024-12-31,Sale of equipment,Sale of equipment segment Manufacturing and sale of road maintenance equipment.,3105001001
AUSGWOLONV,2024-12-31,Construction-related business,Construction-related business engages in the provision of construction and related services of the clean energy business.,3104001099
JYJCPINIMN,2024-12-31,Growth Focused,"Growth Focused are companies that are still in the process of developing both in terms of income, as well as increasing the number of workers so that they can become bigger in the future.",1031001002
6PJZTDQ6BZ,2024-12-31,Billboard,Billboard segment provides advertising space on billboard advertising structures and sites in the U.S.,1042008001
6PJZTDQ6BZ,2024-12-31,Transit,Transit segment provides advertising space on transit advertising displays operating under exclusive multi-year contracts with municipalities in large cities across the U.S.,1042008001
EFWFV7FU3R,2023-12-31,Industrial,"Industrial segment is centred around large, purpose-built distribution facilities for Loblaw and high-quality generic industrial assets that readily accommodate the diverse needs of a broad range of tenants. The term generic refers to a product that appeals to a wide range of potential users, such that the leasing or re-leasing timeframe is reduced.",1042003001
NUI4WS2JW6,2024-12-31,Gaming,"Gaming segment includes gaming related services for mass market tables under the New Service Agreement entered into between Hong Hock Development Company Ltd. (Hong Hock), a wholly-owned subsidiary of the Company, and the gaming operator, SJM, whereby the revenue was derived based on net gaming wins.",1029004002
NUI4WS2JW6,2024-12-31,Non-gaming,"Non-gaming segment includes operations at MFW including hotel and other operations such as licensing income from the shops, provision of building management service, food and beverage and others.",1029004001
